name,zipCode,nisCode,province
Schoenberg,4782,63012,Luik
Schoonaarde,9200,42006,Oost-Vlaanderen
Schore,8433,35011,West-Vlaanderen
Schorisse,9688,45064,Oost-Vlaanderen
Schoten,2900,11040,Antwerpen
Schriek,2223,12014,Antwerpen
Schuiferskapelle,8700,37015,West-Vlaanderen
Schulen,3540,71024,Limburg
Sclayn,5300,92003,Namen
Scy,5361,91059,Namen
Seilles,5300,92003,Namen
Seloignes,6596,56051,Henegouwen
Semmerzake,9890,44020,Oost-Vlaanderen
Seneffe,7180,52063,Henegouwen
Sensenruth,6832,84010,Luxemburg
Seny,4557,61081,Luik
Senzeille,5630,93010,Namen
Septon,6940,83012,Luxemburg
Seraing,4100,62096,Luik
Seraing-Le-Château,4537,61063,Luik
Serinchamps,5590,91030,Namen
Serskamp,9260,42026,Oost-Vlaanderen
Serville,5521,91103,Namen
Sibret,6640,82036,Luxemburg
Signeulx,6750,85026,Luxemburg
Sijsele,8340,31006,West-Vlaanderen
Silenrieux,5630,93010,Namen
Silly,7830,55039,Henegouwen
Sinaai-Waas,9112,46021,Oost-Vlaanderen
Sinsin,5377,91120,Namen
Sint-Agatha-Rode,3040,24045,Vlaams-Brabant
Sint-Amandsberg,9040,44021,Oost-Vlaanderen
Sint-Andries,8200,31005,West-Vlaanderen
Sint-Antelinks,9550,41027,Oost-Vlaanderen
Sint-Baafs-Vijve,8710,37017,West-Vlaanderen
Sint-Blasius-Boekel,9630,45065,Oost-Vlaanderen
Sint-Denijs,8554,34042,West-Vlaanderen
Sint-Denijs-Boekel,9630,45065,Oost-Vlaanderen
Sint-Denijs-Westrem,9051,44021,Oost-Vlaanderen
Sint-Eloois-Vijve,8793,34040,West-Vlaanderen
Sint-Eloois-Winkel,8880,36010,West-Vlaanderen
Sint-Gillis-Dendermonde,9200,42006,Oost-Vlaanderen
Sint-Goriks-Oudenhove,9620,41081,Oost-Vlaanderen
Sint-Huibrechts-Hern,3730,73032,Limburg
Sint-Huibrechts-Lille,3910,72025,Limburg
Sint-Jacobs-Kapelle,8600,32003,West-Vlaanderen
Sint-Jan,8900,33011,West-Vlaanderen
Sint-Jan-In-Eremo,9982,43014,Oost-Vlaanderen
Sint-Job-In-'T-Goor,2960,11009,Antwerpen
Sint-Joost-ten-Node,1210,21014,Brussel
Sint-Joris,8620,38016,West-Vlaanderen
Sint-Joris,8730,38016,West-Vlaanderen
Sint-Joris-Weert,3051,24086,Vlaams-Brabant
Sint-Joris-Winge,3390,24135,Vlaams-Brabant
Sint-Katherina-Lombeek,1742,23086,Vlaams-Brabant
Sint-Kornelis-Horebeke,9667,45062,Oost-Vlaanderen
Sint-Kruis,8310,31005,West-Vlaanderen
Sint-Kruis-Winkel,9042,44014,Oost-Vlaanderen
Sint-Kwintens-Lennik,1750,23104,Vlaams-Brabant
Sint-Lambrechts-Herk,3500,71022,Limburg
Sint-Laureins-Berchem,1600,23077,Vlaams-Brabant
Sint-Lenaarts,2960,11009,Antwerpen
Sint-Lievens-Esse,9550,41027,Oost-Vlaanderen
Sint-Margriete,9981,43014,Oost-Vlaanderen
Sint-Margriete-Houtem,3300,24107,Vlaams-Brabant
Sint-Margriete-Houtem,3470,24054,Vlaams-Brabant
Sint-Maria-Horebeke,9667,45062,Oost-Vlaanderen
Sint-Maria-Latem,9630,45065,Oost-Vlaanderen
Sint-Maria-Lierde,9570,45063,Oost-Vlaanderen
Sint-Maria-Oudenhove,9620,41081,Oost-Vlaanderen
Sint-Maria-Oudenhove,9660,41081,Oost-Vlaanderen
Sint-Martens-Bodegem,1700,23016,Vlaams-Brabant
Sint-Martens-Leerne,9800,44011,Oost-Vlaanderen
Sint-Martens-Lennik,1750,23104,Vlaams-Brabant
Sint-Martens-Lierde,9572,45063,Oost-Vlaanderen
Sint-Martens-Voeren,3790,73109,Limburg
Sint-Michiels,8200,31005,West-Vlaanderen
Sint-Pauwels,9170,46020,Oost-Vlaanderen
Sint-Pieters-Kapelle,1541,35011,Vlaams-Brabant
Sint-Pieters-Kapelle,8433,35011,West-Vlaanderen
Sint-Pieters-Rode,3220,24043,Vlaams-Brabant
Sint-Pieters-Voeren,3792,73109,Limburg
Sint-Rijkers,8690,38002,West-Vlaanderen
Sint-Stevens-Woluwe,1932,23094,Vlaams-Brabant
Sint-Ulriks-Kapelle,1700,23016,Vlaams-Brabant
Sint-agatha-berchem,1082,21003,Brussel
Sint-amands,2890,12034,Antwerpen
Sint-genesius-rode,1640,23101,Vlaams-Brabant
Sint-gillis,1060,21013,Brussel
Sint-gillis-waas,9170,46020,Oost-Vlaanderen
Sint-jans-molenbeek,1080,21012,Brussel
Sint-katelijne-waver,2860,12035,Antwerpen
Sint-lambrechts-woluwe,1200,21018,Brussel
Sint-laureins,9980,43014,Oost-Vlaanderen
Sint-lievens-houtem,9520,41063,Oost-Vlaanderen
Sint-martens-latem,9830,44064,Oost-Vlaanderen
Sint-niklaas,9100,46021,Oost-Vlaanderen
Sint-pieters-leeuw,1600,23077,Vlaams-Brabant
Sint-pieters-woluwe,1150,21019,Brussel
Sint-truiden,3800,71053,Limburg
Sippenaeken,4851,63088,Luik
Sirault,7332,53070,Henegouwen
Sivry,6470,56088,Henegouwen
Sleidinge,9940,44019,Oost-Vlaanderen
Slijpe,8433,35011,West-Vlaanderen
Slins,4450,62060,Luik
Sluizen,3700,73083,Limburg
Smeerebbe-Vloerzegem,9506,41018,Oost-Vlaanderen
Smetlede,9340,41034,Oost-Vlaanderen
Smuid,6890,84035,Luxemburg
Snaaskerke,8470,35005,West-Vlaanderen
Snellegem,8490,31012,West-Vlaanderen
Soheit-Tinlot,4557,61081,Luik
Sohier,6920,84075,Luxemburg
Soignies,7060,55040,Henegouwen
Soiron,4861,63058,Luik
Solre-Saint-Géry,6500,56005,Henegouwen
Solre-Sur-Sambre,6560,56022,Henegouwen
Sombreffe,5140,92114,Namen
Somme-leuze,5377,91120,Namen
Sommethonne,6769,85024,Luxemburg
Sommière,5523,91103,Namen
Somzée,5651,93088,Namen
Sorinne-La-Longue,5333,92006,Namen
Sorinnes,5503,91034,Namen
Sorée,5340,92054,Namen
Sosoye,5537,91005,Namen
Sougné-Remouchamps,4920,62009,Luik
Soulme,5680,93018,Namen
Soumagne,4630,62099,Luik
Soumoy,5630,93010,Namen
Sourbrodt,4950,63080,Luik
Souvret,6182,52015,Henegouwen
Sovet,5590,91030,Namen
Soy,6997,83013,Luxemburg
Soye,5150,92045,Namen
Spa,4900,63072,Luik
Spalbeek,3510,71022,Limburg
Spiennes,7032,53053,Henegouwen
Spiere,8587,34043,West-Vlaanderen
Spontin,5530,91141,Namen
Sprimont,4140,62100,Luik
Spy,5190,92140,Namen
Stabroek,2940,11044,Antwerpen
Staden,8840,36019,West-Vlaanderen
Stalhille,8490,31012,West-Vlaanderen
Stambruges,7973,51008,Henegouwen
Stave,5646,92087,Namen
Stavele,8691,38002,West-Vlaanderen
Stavelot,4970,63073,Luik
Steendorp,9140,46025,Oost-Vlaanderen
Steenhuffel,1840,23045,Vlaams-Brabant
Steenhuize-Wijnhuize,9550,41027,Oost-Vlaanderen
Steenkerke,8630,38025,West-Vlaanderen
Steenkerque,7090,55004,Henegouwen
Steenokkerzeel,1820,23081,Vlaams-Brabant
Stekene,9190,46024,Oost-Vlaanderen
Stembert,4801,63079,Luik
Stene,8400,35013,West-Vlaanderen
Sterrebeek,1933,23094,Vlaams-Brabant
Stevoort,3512,71022,Limburg
Stokkem,3650,72041,Limburg
Stokrooie,3511,71022,Limburg
Stoumont,4987,63075,Luik
Straimont,6887,84029,Luxemburg
Strijpen,9620,41081,Oost-Vlaanderen
Strijtem,1760,23097,Vlaams-Brabant
Strombeek-Bever,1853,23025,Vlaams-Brabant
Strée,6511,56005,Henegouwen
Strée-Lez-Huy,4577,61041,Luik
Strépy-Bracquegnies,7110,55022,Henegouwen
Stuivekenskerke,8600,32003,West-Vlaanderen
Suarlée,5020,92094,Namen
Sugny,5550,91143,Namen
Surice,5600,93056,Namen
Suxy,6812,85007,Luxemburg
Sélange,6781,81015,Luxemburg
Tailles,6661,82014,Luxemburg
Taintignies,7618,57072,Henegouwen
Tamines,5060,92137,Namen
Tarcienne,5651,93088,Namen
Tavier,4163,61079,Luik
Taviers,5310,92035,Namen
Tavigny,6662,82014,Luxemburg
Tellin,6927,84068,Luxemburg
Templeuve,7520,57081,Henegouwen
Temploux,5020,92094,Namen
Temse,9140,46025,Oost-Vlaanderen
Tenneville,6970,83049,Luxemburg
Teralfene,1790,23105,Vlaams-Brabant
Terhagen,2840,11037,Antwerpen
Termes,6813,85007,Luxemburg
Ternat,1740,23086,Vlaams-Brabant
Tertre,7333,53070,Henegouwen
Tervuren,3080,24104,Vlaams-Brabant
Terwagne,4560,61012,Luik
Tessenderlo,3980,71057,Limburg
Testelt,3272,24134,Vlaams-Brabant
Teuven,3793,73109,Limburg
Theux,4910,63076,Luik
Thiaumont,6717,81003,Luxemburg
Thieu,7070,55035,Henegouwen
Thieulain,7901,57094,Henegouwen
Thieusies,7061,55040,Henegouwen
Thimister,4890,63089,Luik
Thimougies,7533,57081,Henegouwen
Thiméon,6230,52055,Henegouwen
Thines,1402,25072,Waals-Brabant
Thirimont,6500,56005,Henegouwen
Thisnes,4280,64034,Luik
Thommen,4791,63087,Luik
Thon,5300,92003,Namen
Thorembais-Les-Béguines,1360,25084,Waals-Brabant
Thorembais-Saint-Trond,1360,25084,Waals-Brabant
Thoricourt,7830,55039,Henegouwen
Thuillies,6536,56078,Henegouwen
Thuin,6530,56078,Henegouwen
Thulin,7350,53039,Henegouwen
Thumaide,7971,51008,Henegouwen
Thy-Le-Baudouin,5621,93022,Namen
Thy-Le-Château,5651,93088,Namen
Thynes,5502,91034,Namen
Thys,4367,64021,Luik
Tiegem,8573,34002,West-Vlaanderen
Tielen,2460,13017,Antwerpen
Tielrode,9140,46025,Oost-Vlaanderen
Tielt,3390,37015,Vlaams-Brabant
Tielt,8700,37015,West-Vlaanderen
Tienen,3300,24107,Vlaams-Brabant
Tignée,4630,62099,Luik
Tihange,4500,61031,Luik
Tildonk,3150,24033,Vlaams-Brabant
Tilff,4130,62032,Luik
Tillet,6680,82038,Luxemburg
Tilleur,4420,62093,Luik
Tillier,5380,92138,Namen
Tilly,1495,25107,Waals-Brabant
Tinlot,4557,61081,Luik
Tintange,6637,82009,Luxemburg
Tintigny,6730,85039,Luxemburg
Tisselt,2830,12040,Antwerpen
Toernich,6700,81001,Luxemburg
Tohogne,6941,83012,Luxemburg
Tollembeek,1570,23023,Vlaams-Brabant
Tongeren,3700,73083,Limburg
Tongerlo,2260,72004,Antwerpen
Tongerlo,3960,72004,Limburg
Tongre-Notre-Dame,7951,51014,Henegouwen
Tongre-Saint-Martin,7950,51014,Henegouwen
Tongrinne,5140,92114,Namen
Tontelange,6717,81003,Luxemburg
Torgny,6767,85047,Luxemburg
Torhout,8820,31033,West-Vlaanderen
Tourinne,4263,64015,Luik
Tourinnes-La-Grosse,1320,25005,Waals-Brabant
Tourinnes-Saint-Lambert,1457,25124,Waals-Brabant
Tournai,7500,57081,Henegouwen
Tournay,6840,84043,Luxemburg
Tourpes,7904,57094,Henegouwen
Transinne,6890,84035,Luxemburg
Trazegnies,6183,52015,Henegouwen
Treignes,5670,93090,Namen
Trembleur,4670,62119,Luik
Tremelo,3120,24109,Vlaams-Brabant
Trivières,7100,55022,Henegouwen
Trognée,4280,64034,Luik
Trois-ponts,4980,63086,Luik
Tubize,1480,25105,Waals-Brabant
Turnhout,2300,13040,Antwerpen
Ucimont,6833,84010,Luxemburg
Uikhoven,3631,73107,Limburg
Uitbergen,9290,42003,Oost-Vlaanderen
Uitkerke,8370,31004,West-Vlaanderen
Ukkel,1180,21016,Brussel
Ulbeek,3832,73098,Limburg
Upigny,5310,92035,Namen
Ursel,9910,44029,Oost-Vlaanderen
Vaalbeek,3054,24086,Vlaams-Brabant
Val-Meer,3770,73066,Limburg
Vance,6741,85009,Luxemburg
Varendonk,2431,13053,Antwerpen
Varsenare,8490,31012,West-Vlaanderen
Vaucelles,5680,93018,Namen
Vaulx,7536,57081,Henegouwen
Vaulx-Lez-Chimay,6462,56016,Henegouwen
Vaux-Chavanne,6960,83055,Luxemburg
Vaux-Et-Borset,4530,61068,Luik
Vaux-Lez-Rosières,6640,82036,Luxemburg
Vaux-Sous-Chèvremont,4051,62022,Luik
Vaux-sur-sûre,6640,82036,Luxemburg
Vechmaal,3870,73022,Limburg
Vedrin,5020,92094,Namen
Veerle,2431,13053,Antwerpen
Velaine-Sur-Sambre,5060,92137,Namen
Velaines,7760,57018,Henegouwen
Veldegem,8210,31040,West-Vlaanderen
Veldwezelt,3620,73042,Limburg
Vellereille-Le-Sec,7120,56085,Henegouwen
Vellereille-Les-Brayeux,7120,56085,Henegouwen
Velm,3806,71053,Limburg
Velroux,4460,62118,Luik
Veltem-Beisem,3020,24038,Vlaams-Brabant
Velzeke-Ruddershove,9620,41081,Oost-Vlaanderen
Vencimont,5575,91054,Namen
Vergnies,6440,56029,Henegouwen
Verlaine,4537,61063,Luik
Verlée,5370,91064,Namen
Verrebroek,9130,46003,Oost-Vlaanderen
Vertrijk,3370,24016,Vlaams-Brabant
Verviers,4800,63079,Luik
Vesqueville,6870,84059,Luxemburg
Veulen,3870,73022,Limburg
Veurne,8630,38025,West-Vlaanderen
Vezin,5300,92003,Namen
Vezon,7538,57081,Henegouwen
Viane,9500,41018,Oost-Vlaanderen
Vichte,8570,34002,West-Vlaanderen
Vielsalm,6690,82032,Luxemburg
Viemme,4317,64076,Luik
Viersel,2240,11054,Antwerpen
Vierset-Barse,4577,61041,Luik
Vierves-Sur-Viroin,5670,93090,Namen
Viesville,6230,52055,Henegouwen
Vieux-Genappe,1472,25031,Waals-Brabant
Vieux-Waleffe,4530,61068,Luik
Vieuxville,4190,61019,Luik
Villance,6890,84035,Luxemburg
Ville-En-Hesbaye,4260,64015,Luik
Ville-Pommeroeul,7322,51009,Henegouwen
Ville-Sur-Haine,7070,55035,Henegouwen
Villerot,7334,53070,Henegouwen
Villers-Aux-Tours,4161,61079,Luik
Villers-Deux-Eglises,5630,93010,Namen
Villers-Devant-Orval,6823,85011,Luxemburg
Villers-En-Fagne,5600,93056,Namen
Villers-L'Evêque,4340,62006,Luik
Villers-La-Bonne-Eau,6600,82003,Luxemburg
Villers-La-Loue,6769,85024,Luxemburg
Villers-La-Tour,6460,56016,Henegouwen
Villers-Le-Gambon,5600,93056,Namen
Villers-Le-Peuplier,4280,64034,Luik
Villers-Le-Temple,4550,61043,Luik
Villers-Lez-Heest,5080,92141,Namen
Villers-Notre-Dame,7812,51004,Henegouwen
Villers-Perwin,6210,52075,Henegouwen
Villers-Poterie,6280,52025,Henegouwen
Villers-Saint-Amand,7812,51004,Henegouwen
Villers-Saint-Ghislain,7031,53053,Henegouwen
Villers-Saint-Siméon,4453,62060,Luik
Villers-Sainte-Gertrude,6941,83012,Luxemburg
Villers-Sur-Lesse,5580,91114,Namen
Villers-Sur-Semois,6740,85009,Luxemburg
Villers-la-ville,1495,25107,Waals-Brabant
Villers-le-bouillet,4530,61068,Luik
Vilvoorde,1800,23088,Vlaams-Brabant
Vinalmont,4520,61072,Luik
Vinderhoute,9921,44036,Oost-Vlaanderen
Vinkem,8630,38025,West-Vlaanderen
Vinkt,9800,44011,Oost-Vlaanderen
Virelles,6461,56016,Henegouwen
Virginal-Samme,1460,25044,Waals-Brabant
Virton,6760,85045,Luxemburg
Vissenaken,3300,24107,Vlaams-Brabant
Visé,4600,62108,Luik
Vitrival,5070,92048,Namen
Vivegnis,4683,62079,Luik
Vivy,6833,84010,Luxemburg
Vladslo,8600,32003,West-Vlaanderen
Vlamertinge,8908,33011,West-Vlaanderen
Vlekkem,9420,41082,Oost-Vlaanderen
Vlezenbeek,1602,23077,Vlaams-Brabant
Vliermaal,3724,73040,Limburg
Vliermaalroot,3721,73040,Limburg
Vlierzele,9520,41063,Oost-Vlaanderen
Vlijtingen,3770,73066,Limburg
Vlimmeren,2340,13004,Antwerpen
Vlissegem,8421,35029,West-Vlaanderen
Vloesberg,7880,51019,Henegouwen
Vodecée,5600,93056,Namen
Vodelée,5680,93018,Namen
Vogenée,5650,93088,Namen
Volkegem,9700,45035,Oost-Vlaanderen
Vollezele,1570,23023,Vlaams-Brabant
Vonêche,5570,91013,Namen
Voorde,9400,41048,Oost-Vlaanderen
Voormezele,8902,33011,West-Vlaanderen
Voort,3840,73009,Limburg
Voroux-Goreux,4347,64025,Luik
Voroux-Lez-Liers,4451,62060,Luik
Vorselaar,2290,13044,Antwerpen
Vorsen,3890,71017,Limburg
Vorst,1190,21007,Brussel
Vorst,2430,21007,Antwerpen
Vosselaar,2350,13046,Antwerpen
Vosselare,9850,44049,Oost-Vlaanderen
Vossem,3080,24104,Vlaams-Brabant
Vottem,4041,62051,Luik
Vrasene,9120,46003,Oost-Vlaanderen
Vremde,2531,11004,Antwerpen
Vreren,3700,73083,Limburg
Vresse-sur-semois,5550,91143,Namen
Vroenhoven,3770,73066,Limburg
Vucht,3630,73107,Limburg
Vurste,9890,44020,Oost-Vlaanderen
Vyle-Et-Tharoul,4570,61039,Luik
Waanrode,3473,24054,Vlaams-Brabant
Waarbeke,9506,41018,Oost-Vlaanderen
Waardamme,8020,31022,West-Vlaanderen
Waarloos,2550,11024,Antwerpen
Waarmaarde,8581,34003,West-Vlaanderen
Waarschoot,9950,44072,Oost-Vlaanderen
Waasmont,3401,24059,Vlaams-Brabant
Waasmunster,9250,42023,Oost-Vlaanderen
Waasten,7784,54010,Henegouwen
Wachtebeke,9185,44073,Oost-Vlaanderen
Wadelincourt,7971,51008,Henegouwen
Wagnelée,6223,52021,Henegouwen
Waha,6900,83034,Luxemburg
Waillet,5377,91120,Namen
Waimes,4950,63080,Luik
Wakken,8720,37002,West-Vlaanderen
Walcourt,5650,93088,Namen
Walem,2800,12025,Antwerpen
Walhain-Saint-Paul,1457,25124,Waals-Brabant
Walhorn,4711,63048,Luik
Walsbets,3401,24059,Vlaams-Brabant
Walshoutem,3401,24059,Vlaams-Brabant
Waltwilder,3740,73006,Limburg
Wambeek,1741,23086,Vlaams-Brabant
Wancennes,5570,91013,Namen
Wandre,4020,62063,Luik
Wanfercée-Baulet,6224,52021,Henegouwen
Wange,3400,24059,Vlaams-Brabant
Wangenies,6220,52021,Henegouwen
Wanlin,5564,91072,Namen
Wanne,4980,63086,Luik
Wannebecq,7861,55023,Henegouwen
Wannegem-Lede,9772,45017,Oost-Vlaanderen
Wansin,4280,64034,Luik
Wanze,4520,61072,Luik
Wanzele,9340,41034,Oost-Vlaanderen
Warchin,7548,57081,Henegouwen
Warcoing,7740,57062,Henegouwen
Wardin,6600,82003,Luxemburg
Waregem,8790,34040,West-Vlaanderen
Waremme,4300,64074,Luik
Waret-L'Evêque,4217,61028,Luik
Waret-La-Chaussée,5310,92035,Namen
Warisoulx,5080,92141,Namen
Warnant,5537,91005,Namen
Warnant-Dreye,4530,61068,Luik
Warquignies,7340,53082,Henegouwen
Warsage,4608,62027,Luik
Warzée,4590,61048,Luik
Wasmes,7340,53082,Henegouwen
Wasmes-Audemez-Briffoeil,7604,57064,Henegouwen
Wasmuel,7390,53065,Henegouwen
Wasseiges,4219,64075,Luik
Waterland-Oudeman,9988,43014,Oost-Vlaanderen
Waterloo,1410,25110,Waals-Brabant
Watermaal-bosvoorde,1170,21017,Brussel
Watervliet,9988,43014,Oost-Vlaanderen
Watou,8978,33021,West-Vlaanderen
Wattripont,7910,51065,Henegouwen
Waudrez,7131,56011,Henegouwen
Waulsort,5540,91142,Namen
Wauthier-Braine,1440,25015,Waals-Brabant
Wavre,1300,25112,Waals-Brabant
Wavreille,5580,91114,Namen
Wayaux,6210,52075,Henegouwen
Ways,1474,25031,Waals-Brabant
Webbekom,3290,24020,Vlaams-Brabant
Wechelderzande,2275,13019,Antwerpen
Weelde,2381,13035,Antwerpen
Weerde,1982,23096,Vlaams-Brabant
Weert,2880,12007,Antwerpen
Wegnez,4860,63058,Luik
Weillen,5523,91103,Namen
Welden,9700,45035,Oost-Vlaanderen
Welkenraedt,4840,63084,Luik
Welle,9473,41011,Oost-Vlaanderen
Wellen,3830,73098,Limburg
Wellin,6920,84075,Luxemburg
Wemmel,1780,23102,Vlaams-Brabant
Wenduine,8420,35029,West-Vlaanderen
Werbomont,4190,61019,Luik
Werchter,3118,24094,Vlaams-Brabant
Werken,8610,32011,West-Vlaanderen
Werm,3730,73032,Limburg
Wervik,8940,33029,West-Vlaanderen
Wespelaar,3150,24033,Vlaams-Brabant
Westende,8434,35011,West-Vlaanderen
Westerlo,2260,13049,Antwerpen
Westkapelle,8300,31043,West-Vlaanderen
Westkerke,8460,35014,West-Vlaanderen
Westmalle,2390,11057,Antwerpen
Westmeerbeek,2235,13016,Antwerpen
Westouter,8954,33039,West-Vlaanderen
Westrem,9230,42025,Oost-Vlaanderen
Westrozebeke,8840,36019,West-Vlaanderen
Westvleteren,8640,33041,West-Vlaanderen
Wetteren,9230,42025,Oost-Vlaanderen
Wevelgem,8560,34041,West-Vlaanderen
Wez-Velvain,7620,57093,Henegouwen
Wezemaal,3111,24094,Vlaams-Brabant
Wezembeek-oppem,1970,23103,Vlaams-Brabant
Wezeren,3401,24059,Vlaams-Brabant
Wibrin,6666,82014,Luxemburg
Wichelen,9260,42026,Oost-Vlaanderen
Widooie,3700,73083,Limburg
Wiekevorst,2222,12014,Antwerpen
Wielsbeke,8710,37017,West-Vlaanderen
Wierde,5100,92094,Namen
Wiers,7608,57064,Henegouwen
Wiesme,5571,91013,Namen
Wieze,9280,42011,Oost-Vlaanderen
Wihogne,4452,62060,Luik
Wihéries,7370,53020,Henegouwen
Wijchmaal,3990,72030,Limburg
Wijer,3850,71045,Limburg
Wijgmaal,3018,24062,Vlaams-Brabant
Wijnegem,2110,11050,Antwerpen
Wijshagen,3670,72040,Limburg
Wijtschate,8953,33039,West-Vlaanderen
Wilderen,3803,71053,Limburg
Willaupuis,7904,57094,Henegouwen
Willebringen,3370,24016,Vlaams-Brabant
Willebroek,2830,12040,Antwerpen
Willemeau,7506,57081,Henegouwen
Willerzie,5575,91054,Namen
Wilrijk,2610,11002,Antwerpen
Wilsele,3012,24062,Vlaams-Brabant
Wilskerke,8431,35011,West-Vlaanderen
Wimmertingen,3501,71022,Limburg
Winenne,5570,91013,Namen
Wingene,8750,37018,West-Vlaanderen
Winksele,3020,24038,Vlaams-Brabant
Wintershoven,3722,73040,Limburg
Witry,6860,84033,Luxemburg
Wodecq,7890,51017,Henegouwen
Woesten,8640,33041,West-Vlaanderen
Wolkrange,6780,81015,Luxemburg
Wolvertem,1861,23050,Vlaams-Brabant
Wommelgem,2160,11052,Antwerpen
Wommersom,3350,24133,Vlaams-Brabant
Wonck,4690,62011,Luik
Wondelgem,9032,44021,Oost-Vlaanderen
Wontergem,9800,44011,Oost-Vlaanderen
Wortegem,9790,45061,Oost-Vlaanderen
Wortel,2323,13014,Antwerpen
Woubrechtegem,9550,41027,Oost-Vlaanderen
Woumen,8600,32003,West-Vlaanderen
Wulpen,8670,38014,West-Vlaanderen
Wulvergem,8952,33039,West-Vlaanderen
Wulveringem,8630,38025,West-Vlaanderen
Wuustwezel,2990,11053,Antwerpen
Wépion,5100,92094,Namen
Wéris,6940,83012,Luxemburg
Xhendelesse,4652,63035,Luik
Xhendremael,4432,62003,Luik
Xhoris,4190,61019,Luik
Yernée-Fraineux,4550,61043,Luik
Yves-Gomezée,5650,93088,Namen
Yvoir,5530,91141,Namen
Zaffelare,9080,44034,Oost-Vlaanderen
Zandbergen,9506,41018,Oost-Vlaanderen
Zande,8680,32010,West-Vlaanderen
Zandhoven,2240,11054,Antwerpen
Zandvliet,2040,11002,Antwerpen
Zandvoorde,8400,33037,West-Vlaanderen
Zandvoorde,8980,33037,West-Vlaanderen
Zarlardinge,9500,41018,Oost-Vlaanderen
Zarren,8610,32011,West-Vlaanderen
Zaventem,1930,23094,Vlaams-Brabant
Zedelgem,8210,31040,West-Vlaanderen
Zeebrugge,8380,31005,West-Vlaanderen
Zegelsem,9660,45059,Oost-Vlaanderen
Zele,9240,42028,Oost-Vlaanderen
Zelem,3545,71020,Limburg
Zellik,1731,23002,Vlaams-Brabant
Zelzate,9060,43018,Oost-Vlaanderen
Zemst,1980,23096,Vlaams-Brabant
Zepperen,3800,71053,Limburg
Zerkegem,8490,31012,West-Vlaanderen
Zevekote,8470,35005,West-Vlaanderen
Zeveneken,9080,44034,Oost-Vlaanderen
Zeveren,9800,44011,Oost-Vlaanderen
Zevergem,9840,44012,Oost-Vlaanderen
Zichem,3271,24134,Vlaams-Brabant
Zichen-Zussen-Bolder,3770,73066,Limburg
Zillebeke,8902,33011,West-Vlaanderen
Zingem,9750,45057,Oost-Vlaanderen
Zoerle-Parwijs,2260,13049,Antwerpen
Zoersel,2980,11055,Antwerpen
Zolder,3550,71070,Limburg
Zomergem,9930,44080,Oost-Vlaanderen
Zonhoven,3520,71066,Limburg
Zonnebeke,8980,33037,West-Vlaanderen
Zonnegem,9520,41063,Oost-Vlaanderen
Zottegem,9620,41081,Oost-Vlaanderen
Zoutenaaie,8630,38025,West-Vlaanderen
Zoutleeuw,3440,24130,Vlaams-Brabant
Zuidschote,8904,33011,West-Vlaanderen
Zuienkerke,8377,31042,West-Vlaanderen
Zulte,9870,44081,Oost-Vlaanderen
Zulzeke,9690,45060,Oost-Vlaanderen
Zutendaal,3690,71067,Limburg
Zwevegem,8550,34042,West-Vlaanderen
Zwevezele,8750,37018,West-Vlaanderen
Zwijnaarde,9052,44021,Oost-Vlaanderen
Zwijndrecht,2070,11056,Antwerpen
Zétrud-Lumay,1370,25048,Waals-Brabant
